Shady Lawrence;Amidst the wreckage of a sunken ship, you encounter;Dark Water Bill's Dirk;Nightrunner Nick's Necklace;Buccaneer's Banjo;By deploying a squadron of trained seagulls, you disoriented the enemy crew, paving the way for their surrender.;In a fierce battle, your ship succumbed to the enemy's cannons.;Wounded Warrior Wharf
Vicious Vic;From the dark mountains emerged a pirate, it was;Noose Ned's Nunchaku;Blunderbuss Bob's Bandolier;Buccaneer's Bottle;By rallying your crewmates to action, you repelled the enemy boarding party, defending your ship and ensuring their defeat.;Defeat washed over you like a tidal wave, engulfing all hope in its wake.;Secluded Pirate Cove
Tempest Todd;In the depths of a haunted graveyard, you confront;Bloody Bart's Broadsword;Gallows Wakefield's Greaves;Shipwrecker's Spyglass;Your sheer perseverance endured the onslaught, rallying your crew, and emerging victorious against overwhelming odds.;Defeat's bitter taste lingered, staining your memories of the battle at sea.;Rusty Cutlass Cove
Angler Angus;Your crew was ambushed by;Raider's Rapier;Quartermaster Quinn's Quilted Jacket;Mermaid's Melodic Shell;You orchestrated a devastating ambush, leaving their crew scattered and defeated on the battlefield.;As the smoke cleared, all that remained was the wreckage of your defeat.;Echoing Cannon Cove
Pillaging Percy;In the midst of a dense fog bank, you are confronted by;Corsair's Crosscut;Smuggler Samson's Smock;Sea Serpent's Scalemail;You crippled the enemy's flagship, sending it spiraling into the depths and securing victory for your crew.;The enemy's cunning tactics left your crew demoralized and defeated.;Broken Blade Bay
Broadsides Brian;Drifting through the fog-shrouded waters, you come across;Hook Hand Harry's Harpoon;Plankwalker Pete's Pants;Buccaneer's Bottle of Bountiful Winds;You overwhelmed the enemy crew, seizing their ship and adding it to your growing fleet.;Defeat's bitter truth sank in, a heavy anchor dragging your spirit below.;Crumbling Citadel Coastline
Keg Kip;You hear the sounds of battle and you were attacked by;Shady Lawrence's Scimitar;Cutthroat McMurphy's Calf Boots;Treasure Hunter's Tricorne;You captured the enemy's supply cache, leaving them stranded and unable to continue their campaign.;The pirate's victory feast, a cruel celebration of your downfall, commenced.;Forgotten Smuggler's Tunnel
Gunpowder Gertie;Deep in a cursed jungle, you encounter;Mad Marge the Mauler's Morningstar;Calico Jack's Corset;Pirate's Pegleg of Swiftness;By orchestrating a coordinated assault from beneath the waves, you breached the enemy hull, sinking their ship.;The pirate captain's mocking grin mocked your futile resistance, sealing your defeat.;Buccaneer's Booty Beach
Tyrant Tom;Sailing into uncharted waters, you encounter;Scurvy Joe Crane's Crossbow;Kraken Kurt's Cape;Shipwrecker's Shanty Scroll;Exploiting an ancient sea monster legend, you summoned a spectral kraken, terrifying the enemy into submission.;The pirate's laughter, sharp as the cutlass, echoed your crew's defeat.;Looted Treasure Vault
Zephyr Ziggy;Your boat was ambushed by;Marauder's Maul;Saltwater Sal's Sarong;Plunderer's Pearl;By invoking the ancient spirits of the sea, you summoned a tidal wave, capsizing the enemy's ship and ensuring their demise.;Defeat's shadow stretched long across the deck, swallowing the remnants of courage.;Marauder's Mourning Bay
William Dampier's Deluge;During a fierce storm, you find yourself against;Merciless Mick's Machete;Vortex Vince's Velvet Vest;Pirate's Parrot Pendant;Through an ingenious disguise as a merchant vessel, you infiltrated the enemy's ranks, launching a surprise assault.;The enemy's relentless assault left your crew scattered and beaten.;Echoing Calamity Creek
Gallows Wakefield;Something appeared infron of you on a rainy evening, it was;Flintlock Blunderbuss;Privateer's Pauldrons;Mermaid's Medallion;With a well-timed volley of cannon fire, you raked the enemy's decks, sending their crew scrambling and securing victory.;Amidst the chaos, your ship's mast fell, a symbol of your defeat.;Scarred Seafarer's Sanctuary
Christopher Moody's Maelstrom;You were challenged to a duel by;Barbosa the Brute's Battleaxe;Captain Curse's Cloak;Mermaid's Mirror;With a daring display, you boarded the enemy's flagship, confronted their captain, and forced their surrender.;Defeat's cold embrace enveloped your crew, extinguishing the last flickers of hope.;Devastated Dockyard
Groggy Greg;Exploring a hidden cove, you stumble upon;Gold-Toothed Gordon's Gauntlet;Whisker Bill's Waistcoat;Siren's Shanty;You led the enemy into a deadly reef, causing their ship to founder and sink without a trace.;The pirate's triumph, a spectacle of chaos, left your crew shattered.;Echoing Cannonade Cove
Henry Every's Hailstorm;Stranded on a deserted island, you face;Crow’s Nest Nattie's Net;Pirate Captain's Tricorn;Corsair's Coral Crown;You tricked the enemy into surrendering their fortress, securing a strategic stronghold for your pirate crew.;The pirate's laughter, like thunder in the night, mocked your futile resistance.;Torn Pirate Flags Fluttering
Plunderin’ Pete;Exploring a remote island chain, you are pursued by;Gutter Rat Roddy's Rapier;Retching Reggie's Robes;Sea Serpent Scale Armor;You repelled the enemy boarding party, defending your ship and ensuring their defeat.;The pirate's victory cry pierced the air, drowning out any hope of defiance.;Forgotten Pirate Cemetery
Thomas Anstis' Terror;Trapped in the grip of a deadly whirlpool, you find yourself against;Cutlass of the Sea Serpent;Crimson Sam's Cloak;Kraken's Eye Patch;Employing intimidation tactics, you coerced the enemy crew into capitulating, claiming their ship and plunder as your own.;Defeat's silence, deafening in its finality, echoed through the empty expanse.;Sunken Raider Shipyard
Vicious Vicky;Trapped in a dense jungle, you face off against;Jolly Roger Javelin;Sailor's Slops;Captain's Compass Rose Brooch;Leveraging a hidden cache of explosives, you obliterated the enemy's main mast, crippling their vessel irreparably.;With cannons blazing, the pirates overpowered your beleaguered crew.;Tattered Flagship Anchorage
Captain Kidd's Cataclysm;As you navigate through treacherous waters, you are besieged by;Vicious Vic's Voulge;Buccaneer's Bandana;Captain's Charm Bracelet;Your daring display boarded their flagship, confronted the captain, and forced their surrender.;Defeat's bitter pill was swallowed, leaving a bitter taste of despair in its wake.;Hidden Captain's Quarters
Tack Tanya;Along the path to the treasure, you were stopped by;Corpse-Eater Craig's Cleaver;Scallywag's Scarf;Cutlass of the Kraken;You outmaneuvered the enemy blockade, breaking through their lines and escaping to freedom.;Amidst the smoke and chaos, your hopes of triumph faded into despair.;Wrecked Galleon Cove
Mad Marge the Mauler;In the heart of a bustling port town, you cross paths with;Privateer's Pike;Pegleg Malone's Patched Pants;;With the assistance of a friendly merfolk tribe, you staged a surprise underwater assault, disabling the enemy's keel.;Your ship, battered and broken, drifted aimlessly in defeat's unforgiving grasp.;Looted Treasure Chests
Rudder Ruth;You heard the creaking of wood from afar and you were attacked by;Corsair's Claw;Skeleton Skully's Socks;;Armed with cunning tactics, you lured the enemy into a trap, ambushing them and claiming victory in the ensuing chaos.;Boarded by ruthless buccaneers, your crew fought valiantly but fell.;Abandoned Buccaneer Hideouts
Gold-Toothed Gordon;Venturing into a forgotten temple, you awaken;Privateer's Parrying Dagger;Broadside Bart's Boots;;You summoned a mighty storm, scattering the enemy fleet and leaving them in disarray.;Your valiant efforts, now in vain, were swallowed by the relentless tide of defeat.;Wrecked Warship Wharf
Dagger Dragoon;You found a bloody path, and at its end stood;Pegleg Malone's Pistol;Rowboat Rachel's Ruffled Blouse;;Through clever negotiation, you brokered a deal with the enemy captain, convincing them to abandon hostilities.;The pirate's triumph, like a storm on the horizon, heralded your downfall.;Ghostly Buccaneer Bay
Crow Jane;From the dark mountains emerged;Swashbuckler's Stiletto;Morbid Mary's Medallion;;Through an alliance with a sea witch, you summoned a maelstrom, swallowing the enemy fleet whole.;The pirate's victory was etched into the sea, a testament to your demise.;Kraken's Lair Reef
Nightmariner Nate;From the island's mysterious tombs emerged;Blackhearted Pete's Blunderbuss;Mariner's Mourn Mantle;;You lured the enemy into a deadly ambush, decimating their forces and emerging victorious with minimal casualties.;Your dreams of conquest dissolved into the briny depths of defeat.;Forgotten Pirate Stronghold
Calico Jack;Escaping from a deadly trap, you encounter;Blackpowder Bombs;Dagger Dragoon's Drape;;You engaged the enemy captain in single combat, emerging triumphant and cementing your reputation as a fearsome pirate.;Plundered and pillaged, your once proud vessel lay in ruins.;Plundered Port
Slippery Shelly;As the mist parted, a formidable ship emerged, adorned with the menacing figurehead;Swashbuckler's Scimitar;Shady Lawrence's Shirt;;You outmaneuvered the enemy fleet, sending their ships to the bottom of the sea in flames.;Despite your crew's bravery, the pirate onslaught proved overwhelming.;Broken Mast Beach
Benjamin Hornigold's Havoc;Something rose among the skeletons on the ground, it was;Rogue's Revolver;Keelhaul Karl's Kerchief;;You lured the enemy into treacherous waters, where they met their doom against the jagged rocks.;The pirate's victory, celebrated with fervor, echoed through the empty sea.;Smoldering Ruins Refuge
Quartermaster Quinn;Something suddenly appeared before you, it was;Raider's Rifle;Tricky Tristan's Trousers;;You navigated your ship through treacherous waters, outmaneuvering the enemy fleet and emerging victorious.;Your crew, once united, now scattered like leaves in the wind of defeat.;Skull Island Outpost
Nautical Nancy;Seeking shelter in a hidden lagoon, you stumble upon;Voyager's Vengeance;Black Bart's Baldric;;You unleashed a barrage of magical attacks, overwhelming the enemy and leaving them powerless to resist.;Your crew's valiant efforts were no match for the pirate's ferocity.;Tattered Jolly Roger Flag
Quartermaster Quaid;In the heart of a treacherous reef, you encounter;Ghostly Garrick's Greataxe;Jolly Jane's Jerkin;;You launched a stealthy nighttime raid on the enemy stronghold, catching them off guard and seizing their treasure.;Your once-proud banner, now tattered and torn, symbolized defeat's embrace.;Haunted Corsair's Cove
John Gow's Gloom;Battling through a raging storm, you face off against;Brigand's Broadsword;Scarface Maroon's Skullcap;;You infiltrated the enemy fortress, dismantling their defenses and seizing control without firing a shot.;Your once mighty vessel now lay crippled and defeated in the waves.;Forgotten Smuggler's Hideout
Henry Every's Enigma;As you journey through a sunken city, you encounter;Corsair's Crossbow;Sharkfin Finn's Shirt;;With a well-timed ambush, you caught the enemy off guard, overwhelming them and securing victory.;Each wave that crashed against your ship seemed to echo your defeat.;Smoky Rum Cellar Ruins
Stede Bonnet's Treachery;Something emerged from your food supplies, it was;Rogue's Repeater;Rudder Ruth's Robes;;Through a daring act of sabotage, you disabled the enemy's steering, leaving their ship adrift and vulnerable to your onslaught.;Your crew, defeated but not broken, whispered vows of revenge in the darkness.;Torn Sails Seaport
Zephyr Zane;On the dark horizon appears a pirate fleet with a commander named;Cutthroat McMurphy's Cutlass;Cutlass Clara's Cap;;Outwitting the enemy's lookout, you snuck aboard their ship and ignited their powder stores, sending them to oblivion.;The pirate's jeers cut through the air, a cruel reminder of your defeat.;Desolate Wharfside
Hangman Hawkins;Infiltrating a pirate fortress, you face off against;Slippery Shelly's Sling;Hangman Hawkins' Hat;;You led your crew to victory, driving the enemy back and reclaiming control of the plundered treasure.;The pirate's victory dance mocked your crew's futile struggle against defeat.;Tangled Rigging Forest
Cannonball Callie;Your treasure is trying to be stolen by;Sharktooth Brigg's Spear;Cannonball Callie's Coat;;With a relentless pursuit, you chased down the enemy vessel, relentlessly harrying them until they were forced to strike their colors.;The pirate's flag fluttered triumphantly, a cruel reminder of your loss.;Abandoned Pirate Outpost
Barbosa the Brute;Navigating through treacherous waters, you encounter;Ghostfire Grenades;Dark Water Bill's Belt;;Using a combination of stealth and deception, you infiltrated the enemy stronghold, incapacitated their guards, and secured their treasure.;Your dreams of conquest sank beneath the waves, drowned by defeat's merciless grip.;Shattered Shoreline Stronghold
Foul Fritz;On the lost island, you found a treasure guarded by;Gunpowder Gertie's Grenade Launcher;Mariner's Mantle;;You boarded the enemy vessel, swiftly dispatching their crew and claiming their ship as your own.;Defeat's shadow loomed large, casting a pall over the once-proud crew.;Brigand's Bluff
Mad Ann Bonney;In a moonlit bay, you encounter;Cutthroat's Cleaver;Venomous Vince's Vest;;60Harnessing the power of a mystical artifact, you conjured a devastating storm, scattering the enemy fleet.;The clash of cutlasses ended with your surrender to the pirate horde.;Broken Blade Beach
Sail Stitch Sam;Your boat was hit by a cannonball from;Black Bart's Blunderbuss;Mad Ann Bonney's Bandolier;;You incapacitated the enemy's helmsman, causing their ship to drift helplessly into your grasp.;The pirate's flag, now flying high, marked the end of your reign at sea.;Blackened Buccaneer Bastion
Kraken Kurt;On the Skull Island, you found treasure guarded by;Buccaneer's Blunderbuss;Low Tide Lily's Laced Bodice;;You brokered an alliance with a rival pirate crew, turning them against the common enemy and securing victory.;Your dreams of glory shattered as the pirate captain claimed victory.;Plundered Merchant Quarters
Sinbad the Sly;You were attacked with a broken bottle by;Plunderer's Pike;Dagger Dave's Doublet;;You freed your captured crewmates, turning the tables on the enemy and delivering swift justice.;Your ship, now a ghost upon the waves, bore witness to your defeat.;Rusted Anchor Bay
Sea Slick;Scaling the walls of a hidden fortress, you face off against;Gallows Wakefield's Grappling Hook;Buccaneer Bill's Bandana;;Employing a squadron of trained parrots, you orchestrated a relentless aerial bombardment, demoralizing the enemy crew.;With each passing moment, defeat tightened its grip around your crew's spirit.;Scoundrel's Haven
Rock Brasiliano's Blizzard;In the midst of a bustling pirate market, you cross paths with;Buccaneer's Bludgeon;Sea Serpent's Sarong;;Armed with a legendary artifact, you unleashed its power, decimating the enemy forces and leaving them scattered in defeat.;Defeat's bitter lessons were learned, etched into the souls of your crew.;Looted Lighthouse Landing
Stormbringer Sarah;In a remote outpost, you confront;Siren's Song Pistol;Blackheart's Brigandine;;You outwitted the enemy's cunning trap, turning the tide and emerging triumphant on the waves.;The pirate's victory, a symphony of chaos, echoed across the open sea.;Buccaneer's Bazaar
Widowmaker Wenda;Entering a hidden cove, you encounter;Blunderbuss Bob's Boarding Pike;Old Rotten Ned's Eye Patch;;You weathered the enemy's onslaught, rallying your crew and driving them back with relentless ferocity.;With each cannon blast, your chances of victory dwindled to nothing.;Pillager's Point
Edward England's End;Battling through a cursed jungle, you face off against;Scarface Maroon's Saber;Ironhook Ian's Ironclad Jerkin;;Through a daring boarding action, you led your crew in a fierce melee, overwhelming the enemy and seizing their vessel.;The taste of defeat lingered bitter on your tongue as the pirates plundered.;Marooned Harbor
Hookhand Horatio;Traversing through a cursed swamp, you are hunted by;Plunderer's Pistol;Silver-Eye Sid's Sash;;Through sheer perseverance, you endured the enemy's onslaught, rallied your crew, and emerged victorious.;The pirate's victory feast, a feast of spoils, celebrated your downfall.;Scattered Treasure Trove
Cursed Kirk;Entering a cursed bay, you confront;Corsair's Cutlass;Stormy Stan's Sash;;You rallied your crewmates and led a daring boarding action, overwhelming the enemy defenders and seizing their ship.;Your crew, defeated and demoralized, watched as the pirates plundered their spoils.;Crimson Tide Cove
Captain Misson's Menace;A shadowy figure emerged from the mist, revealing;Seafarer's Scimitar;Fiendish Fiona's Frock;;You stared down the enemy captain in a high-stakes duel, emerging victorious and claiming their ship as your prize.;Your ship, once a symbol of strength, now lay broken, a relic of defeat.;Plundered Rum Distillery
Blackbeard's Fury;Navigating through treacherous icebergs, you come face to face against;Scallywag's Sickle;Broadside Bart's Breeches;;You sabotaged the enemy's navigation charts, leading them into a deadly whirlpool and sealing their fate.;Your crew, once fierce and unyielding, now bowed to defeat's cold embrace.;Pillaged Pier Plaza
Kelp Karl;Plundering a merchant ship, you are ambushed by;Plunderer's Pikestaff;Swashbuckler's Sash;;Outsmarting their sentry, you caught the crew off guard, overpowering them and seizing control of their ship.;The pirate captain's smirk spoke volumes, a silent declaration of your defeat.;Swashbuckler's Reach
Storm Surge;Someone emerged from the dusty clouds, it was;Venomous Vince's Viper Dagger;Shiverin' Tim's Tunic;;With a thunderous roar, you unleashed a broadside that shattered the enemy's masts, crippling their ship and ensuring victory.;The pirate's plunder, a testament to their victory, adorned your ship.;Broken Cutlass Blades
Ghostly Garrick;;Treasure Hunter's Trident;Cutthroat's Cuirass;;Your expert marksmanship incapacitated the enemy's helmsman, sending their ship into disarray.;The pirate captain's laughter echoed, a taunting reminder of your failure.;Corsair's Cove
Howell Davis' Havoc;;Ghostfire Revolver;Crow’s Nest Nattie's Necklace;;tilizing a magical amulet, you summoned a spectral ghost ship, striking fear into the hearts of the enemy crew.;Their black flags unfurled, signaling your defeat on the high seas.;Buccaneer Bay
Robert Culliford's Cataclysm;;Brigand's Boarding Axe;Harpoon Hal's Headscarf;;Through sheer determination, you weathered the enemy's onslaught, leading your crew to victory against overwhelming odds.;Betrayed by the treacherous seas, your crew faced inevitable defeat.;Tattered Banner Bastion
Black Bart;;Davy the Skulker's Dagger;Sharktooth Brigg's Breeches;;You outsmarted their lookout, surprised their crew, overpowered them and seized control of their ship.;Defeat hung heavy in the air, suffocating the last gasps of resistance.;Ransacked Coastal Village
Richard Sawkins' Scourge;;Crimson Sam's Cutlass;;;;Your crew, disheartened and broken, bowed before the conquerors of the sea.;Privateer's Perch
Black Beard;;;;;;;Shattered Spyglass Lenses
Riptide Ray;;;;;;;Pirate-infested Jungle Clearing
Reef Raider Ronny;;;;;;;Rogue's Retreat
Richard Sawkins' Sirocco;;;;;;;Shattered Hull Harbor
Old Rotten Ned;;;;;;;
Hellfire Hal;;;;;;;
Dockside Donna;;;;;;;
Silver Tooth;;;;;;;
Cutthroat Carl;;;;;;;
Merciless Mick;;;;;;;
Samuel Burgess' Blight;;;;;;;
Crimson Sam;;;;;;;
Captain Flint's Terror;;;;;;;
Wave Wash Wendy;;;;;;;
Black Caesar's Squall;;;;;;;
Mariner the Manic;;;;;;;
Ching Shih's Cyclone;;;;;;;
Drowned Dan;;;;;;;
John Coxon's Curse;;;;;;;
Neptune Ned;;;;;;;
Samuel Burgess' Scourge;;;;;;;
Cannibal Connie;;;;;;;
William Fly's Frenzy;;;;;;;
George Lowther's Lament;;;;;;;
Sharkfin Finn;;;;;;;
Corpse-Eater Craig;;;;;;;
Edward Davis' Desperation;;;;;;;
Barracuda Babs;;;;;;;
Oyster Owen;;;;;;;
Hammerhead Hank;;;;;;;
Saltwater Sal;;;;;;;
Wavebreaker Wally;;;;;;;
Anne Bonny's Betrayal;;;;;;;
Calico Jack's Chaos;;;;;;;
Man O’ War Maria;;;;;;;
Sharkbait Shaun;;;;;;;
Ironhook Ian;;;;;;;
Calico Jack's Wrath;;;;;;;
Undercurrent Ulysses;;;;;;;
Harpoon Harry;;;;;;;
Henry Morgan's Havoc;;;;;;;
Dead Man Duncan;;;;;;;
Samuel Bellamy's Blight;;;;;;;
Captain Blood's Havoc;;;;;;;
Yellow Fever Yolanda;;;;;;;
Red Roger;;;;;;;
Edward Thatch's Tempest;;;;;;;
Stormy Stan;;;;;;;
Edward Mansvelt's Monsoon;;;;;;;
Captain Red;;;;;;;
Undertow Upton;;;;;;;
Corsair Corey;;;;;;;
Nightwatch Nancy;;;;;;;
Fathom Frank;;;;;;;
Fiendish Fiona;;;;;;;
Castaway Casey;;;;;;;
Poison Polly;;;;;;;
Yawling Yancy;;;;;;;
Crowbar Cora;;;;;;;
Thomas Tew's Tempest;;;;;;;
Patchy Paula;;;;;;;
Scallywag Simon;;;;;;;
Buccaneer Bill;;;;;;;
Isolette Irene;;;;;;;
Black Bart Bartholomew's Blitz;;;;;;;
Venomous Vince;;;;;;;
Jack Rackham's Riptide;;;;;;;
Marauder Mike;;;;;;;
Rowboat Rachel;;;;;;;
Benjamin Hornigold's Tempest;;;;;;;
Blackhearted Pete;;;;;;;
Barbarossa's Blade;;;;;;;
Anne Bonny's Anarchy;;;;;;;
Swindle Swain;;;;;;;
Nightrunner Nick;;;;;;;
Isla the Ill;;;;;;;
Xebec Xavier;;;;;;;
Edward Low's Legacy;;;;;;;
Roaring Rory;;;;;;;
Outlaw Ophelia;;;;;;;
Silver-Eye Sid;;;;;;;
X Marks Xavier;;;;;;;
Long John Silver's Shadow;;;;;;;
Bloody Bart;;;;;;;
Lagoon Luke;;;;;;;
Swashbucklin’ Sue;;;;;;;
Deepwater Dorian;;;;;;;
High Tide Hilda;;;;;;;
Raging Ron;;;;;;;
Coral Cutter;;;;;;;
Throttle Thelma;;;;;;;
Gutter Rat Roddy;;;;;;;
Old Man Muck;;;;;;;
Wicked Willy Warton;;;;;;;
Black Sam Bellamy's Blitz;;;;;;;
Dirk Dastardly;;;;;;;
Shipwrecker Shana;;;;;;;
Edward Lowe's Legacy;;;;;;;
Captain Cholera;;;;;;;
Broadside Bart;;;;;;;
Lagoon Lisa;;;;;;;
Cackle Crue;;;;;;;
Blunderbuss Bob;;;;;;;
Ironsides;;;;;;;
Edward Mansvelt's Malice;;;;;;;
Charles Vane's Typhoon;;;;;;;
Skeleton Skully;;;;;;;
Wraithlike Wendy;;;;;;;
Offshore Oliver;;;;;;;
Razor-Face Rhett;;;;;;;
Plundering Peggy;;;;;;;
One-Eyed Jack;;;;;;;
Ebb Tide;;;;;;;
Gruesome Greta;;;;;;;
Howell Davis' Monsoon;;;;;;;
Blackout Barry;;;;;;;
Bilge Rat Ben;;;;;;;
Edward Low's Tornado;;;;;;;
Pillage Paul;;;;;;;
Scarface Maroon;;;;;;;
Tricky Tristan;;;;;;;
Jolly Jane;;;;;;;
Mary Read's Mayhem;;;;;;;
Saber Sally;;;;;;;
Cutlass Clara;;;;;;;
Flogging Freddy;;;;;;;
Eel Emmett;;;;;;;
Rowdy Rebecca;;;;;;;
Manta Marlon;;;;;;;
Ironclad Isaiah;;;;;;;
Red Rackham's Ruin;;;;;;;
Daniel Montbars' Malice;;;;;;;
Mary Read's Madness;;;;;;;
Keelhaul Karl;;;;;;;
Morbid Mary;;;;;;;
Galleon Gary;;;;;;;
Philip Ashton's Abyss;;;;;;;
Tidal Tom;;;;;;;
Mariner's Mourn;;;;;;;
Morgan's Mayhem;;;;;;;
Olivier Levasseur's Onslaught;;;;;;;
Emanuel Wynne's Wickedness;;;;;;;
Black Bart Roberts' Ruin;;;;;;;
Whisker Bill;;;;;;;
Unfathomable Jack;;;;;;;
Quartermaster Quentin;;;;;;;
Edward England's Enigma;;;;;;;
Thomas Tew's Torrent;;;;;;;
Captain Hook;;;;;;;
Vortex Val;;;;;;;
Sailaway Sally;;;;;;;
Henry Morgan's Maelstrom;;;;;;;
Black Flag Fiona;;;;;;;
Captain Curse;;;;;;;
Captain Kidd's Curse;;;;;;;
John Quelch's Quicksand;;;;;;;
Ransack Randy;;;;;;;
Leeward Leonard;;;;;;;
Ketch Kelly;;;;;;;
Jettison Jeff;;;;;;;
