Kuld;Amidst the laughter and camaraderie of the longhouse, strides forth;Thunderstorm Hammer;Zoran the Zealous's Zealot's Armor;Heimdall's Watch;Your foes falter before your might, their defeat sealed by your indomitable spirit.;The Vikings broke your will and sent you into the darkness of defeat.;Sacked Monasteries
Aurnir the Ashmaker;Through the blizzard's fury emerged;Norwegian Axe;Unn the Deep-Minded's Depthscale Armor;Bjorn's Valor;Swift as Valkyries, you swoop in, enemies vanquished by your grace.;Your strategy proved ineffective against the onslaught of the Vikings.;Shipwrecked Shoreline
Lopt Airwalker;Through the whiteout stepped;Greta Axewielder's Hand Axe;Petra Stone-Weaver's Earthbound Robes;Gungnir Ring;With a battle cry that shakes the earth, you lead your warriors to triumph, their victory owed to your leadership.;Amidst the chaos of battle, your courage waned, succumbing to the enemy's strength, marking your path to defeat.;Raven's Roost
Lodur Firekindler;As you traverse a dense forest, you are confronted;Vargr Bloodmoon's Claymore;Thunderforge Plate Greaves;Gungnir's Spear;Our leadership and resolve have brought victory over the Viking menace.;Despite your best efforts, the enemy's relentless charge broke through your defenses, securing their victory over you.;Ragnar's Fortified Keep
Orvar the Backstabber;From the depths of the icy sea, there rose;Ragnhild Ironhide's War Scythe;Runebound Battle Cloak;Ran's Tidecaller;Drawing upon the strength of Yggdrasil, you stand unyielding against their onslaught, their attacks falling like leaves before you.;Despite your skill in combat, the enemy's cunning tactics and ferocity ensured your defeat on the battlefield.;Wounded Woodlands
Bergthora Blackspell;From the depths of Jotunheim's frozen caves emerged;Thrym's Incandescent Sword;Xaric of the Farlands' Nomad's Mantle;Loki's Trickster Glove;Swift as the wind, you move, foes unable to keep pace with your onslaught.;Amidst the tumult of battle, your resolve faltered, yielding to the enemy's relentless onslaught, sealing defeat.;Shattered Battlements
Koldbrann the Scorcher;As the Valkyries sang their mournful song, there emerged;Dragonflame Scimitar;Valkyrie's Grace Armor;Sigurd's Legacy;With the ferocity of a berserker, you charge into battle, enemies fleeing from your fury.;Even as you fought bravely, the enemy's strength and numbers eventually overpowered you, leading to your defeat.;Scattered Weaponry
Geirröd Gorehand;From the warmth of the village hearth, emerges;Brynhildr Battlemaiden's War Flail;Jarl's Warlord Garb;Fenrir's Chain;Through cunning and valor, you outmaneuver their forces, leaving them scattered in defeat.;Though you fought valiantly, the enemy's sheer numbers overwhelmed you, leaving you defeated on the battlefield.;Silent Valleys
Völsi the Bane;As the snow whispered tales of old, there appeared;Ylva Ironclad's Morningstar;Ragnar Longhair's Battleworn Furs;Skadi's Veil;Like the tide against the shore, you overwhelm their defenses, your advance unstoppable.;As you stood firm, the enemy's overwhelming tide surged, shattering your defenses and sealing your defeat.;Ruined Village
Sindri Goldsmith;Emerging from the icy tempest was;Sigurd Wolfsbane's Bow;Fenrir Leather Cloak;Lagertha's Fury;The enemy's defeat is swift and decisive, your valor unmatched in the fray.;In the heart of battle, your strength faltered, yielding to the enemy's overwhelming force and sealing defeat.;Viking Fortress Valhalla
Dauði;While sailing along the icy fjords, your longship is ambushed by;Frostwolf Fangbow;Ljot the Pale's Ghostly Chainmail;Erik's Resolve;With each swing of your weapon, you strike fear into the hearts of your adversaries, victory assured.;Your heroic resistance was not enough to stave off the fall to the Vikings.;Great Hall
Inga Earthsinger;Stepping forth from the shadows of the village elders is;Ingrid Firebeard's Broadsword;Arnfinn Battleborn's Frostforged Warplate;Yggdrasil's Branch;With the fury of Thor's hammer, you crush their resistance, the ground trembling beneath your feet.;As you fought tooth and nail, the enemy's relentless assault gradually overpowered you, resulting in your ultimate defeat.;Pillaged Tombs
Thyra Ravenshield;From the heart of the village, where the fires burn bright, emerges;Stormbringer Axe;Berserker's Fury Bracers;Tyr's Justice;With the strength of Tyr, you shatter resistance, foes no match for your might.;Though you fought fiercely, the enemy's sheer determination and strength proved insurmountable, leading to your defeat.;Thundering Waterfall
Wilburga Stonecloak;Born of frost and fjord, there came;Freya's Hunting Bow;Berserker's Helm;Loki's Tricky Mirror;Like Skadi's icy winds, you freeze foes, their defeat sealed in frost.;Surrounded by foes, you battled bravely, but ultimately, you were overcome by their relentless assault.;Heimdall's Watcher's Watchtower
Alfrothul Sunbeam;From the frozen tempest emerged;Thorvald Battlehammer's Axe;Birgit Shieldmaiden's Iceforged Helm;Mjolnir's Fury;The Vikings bow before us and acknowledge our warrior gene.;With each clash of swords, your strength waned until finally, you succumbed to the enemy's onslaught.;Fjord's Edge
Freydis Frostblade;Born beneath the watchful gaze of the village elders, steps;Jotun's Club;Berserker's Rage Chainmail;Fenrir's Shadow;Through sheer force of will, you push forward, enemies falling before your unwavering determination.;Despite your bravery, the enemy's calculated maneuvers left you surrounded and outmatched, resulting in your defeat.;Skadi's Snowy Peaks
Iduna Applekeeper;Patrolling the snow-covered streets with a watchful eye is;Eirikr Longsword's Scimitar;Jostein Starfollower's Starforged Cloak;Amulet of Yggdrasil;As the battle rages on, you unleash a storm of fury, your enemies falling like leaves before a gale.;Despite your skill with the blade, the enemy's unrelenting onslaught proved too much, ultimately resulting in your defeat.;Torn Banners
Thjazi Eyethief;Carved from the snow's fury emerged;Sven Bonebreaker's Club;Stormcaller Cloak;Mjölnir's Fury;With a thunderous roar, you shatter their defenses, leaving no doubt of your victory.;Though you fought valiantly, the enemy's superior strength and strategy left you no choice but to accept defeat.;Forsaken Temples
Orvar Arrowstorm;As the northern winds whispered secrets, there emerged;Jotun's Frost Maul;Odin's Eye Helm;Mjolnir's Encouraging Rune Stone;Wielding Mjölnir's might, you shatter their defenses, their spirits broken beneath your relentless onslaught.;Your heroic struggle ended in defeat and disappointment before the enemy.;Seaside Cliff
Hagbard Hand of Horror;From the hearth of the village, amidst tales of frost, emerged;Hrothgar Warhammer's War Axe;Dagmar Darksky's Shadowcloak;Skadi's Frostbite;Through sheer force of will, you rally your comrades to victory, their spirits lifted by your unyielding resolve.;Despite your fierce determination, the enemy's ruthless onslaught proved insurmountable, leading to your eventual defeat.;Ancient Burial Mound
Hrimthursar Frostgiant;Born beneath the towering pines that whisper tales of old, strides;Erik Blackheart's Mace;Tyr's Iron Armor;Heimdall's Horn;With the precision of a skilled archer, you strike true, enemies falling like leaves.;As you stood against the enemy horde, their coordinated strikes left you vulnerable, ultimately leading to your defeat.;Shadowed Caves hiding the remnants of the defeated
Yngvi the Treacherous;Born from the snowstorm's rage appeared;Leif Dragonborn's Greatsword;Fiske Wavebreaker's Tidal Armor;Astrid's Shield;With the might of Odin's fury, you smite your enemies, their resistance shattered by your relentless strength.;Amidst the thunderous clash of swords, your strength faltered, succumbing to the enemy's relentless assault, sealing your defeat.;Abandoned Tombs holding the memories of the fallen warriors
Niflgard;Appearing on the whispering winds that sweep through the village streets is;Dragonfire Dagger;Stormcaller's Thundercloak;Njord's Compass;With the roar of a dragon, you breathe fire upon their ranks, their courage melting like snow in spring.;Despite your unwavering resolve, the enemy's iron grip tightened, crushing your hopes and sealing your defeat.;Desolate Fjords
Solveig Swiftblade;With each snowflake a prophecy, there emerged;Hilda Ironside's Warhammer;Valkyrie's Iron Corset;Hel's Embrace;Through cunning strategy, you outmaneuver your foes, their defeat sealed by your tactical brilliance.;As you clashed with the enemy, their unwavering resolve slowly ground you down, culminating in your inevitable defeat.;Valkyrie's Shrine
Ulfhedinn the Unhinged;Amidst the flickering flames of the longhouse fires, steps forth;Stormbringer Cleaver;Valkyrie's Plate;Odin's Eye;Charging like a bear, you overwhelm foes, victory assured by your power.;Despite your mighty blows, the enemy's shadow loomed large, enveloping you in darkness and sealing your defeat.;Crumbling Watchtowers amidst the Foggy Moors
Svala the Deceiver;Born beneath the watchful gaze of the village totems, stands;Jotun's Warclub;Erlend the Explorer's Froststeel Greaves;Ragnar's Wrath;Like a tidal wave crashing ashore, you overwhelm foes with relentless force.;Though your spirit blazed with the fire of Odin, the enemy's darkness enveloped you, casting you into defeat's shadow.;Pillaged Homesteads amidst the Ashen Trees
Snaer Snowfall;Forged from the blizzard's embrace emerged;Ragnar Bloodaxe's Battleaxe;Agnar Skyweaver's Skytouched Robes;Idunin's Strawberry Stone;In the heat of battle, you wield Mjölnir's might, foes crushed beneath its weight.;Your resistance has been broken, your heart filled with the bitterness of defeat.;Shipyard
Bragi Skaldsong;Carried on the winds of Niflheim, there strode forth;Valkyrie's Fury Pike;Loki's Leaf Camouflage Tunic;Freyja's Tear;Swift as Freya's falcon, you strike, leaving enemies in awe of your prowess.;Amidst the chaos of battle, your courage wavered, giving way to the enemy's relentless onslaught, sealing your fate in defeat.;Forsaken Temples echoing with the cries of the Fallen
Geir Stormsword;From the snowstorm emerged;Wyrmfire Saber;Alfhild Runekeeper's Rune-etched Armor;;With the ferocity of a wolf in battle, you tear through their lines, leaving nothing but devastation in your wake.;60The Vikings outfought you in battle, your honor is doomed.;Crumbling Watchtowers
Ragnhild Battlecry;As the villagers sang songs of old, echoing through the frosty air, there appeared;Bjorn Thunderstruck's Sword;Frostbite Fur Cloak;;Like a wolf among sheep, you prowl, foes falling to your primal fury.;Despite your fierce defense, the enemy's cunning strategy breached your walls, sealing your fate in defeat.;Towering Cliffs overlooking a Sea of Fallen Warriors
Vili Willpower;Unveiled by the blizzard's cloak strode;Odin's Fury Pike;Frostwolf Fur Boots;;You roar like Thor's thunder, foes tremble, knowing their end is near.;Despite your valorous charge, the enemy's relentless advance proved unstoppable, leading to your defeat.;Silent Forest where Echoes of Battle still Linger
Hilda Ironside;From the icy depths of Niflheim, there strode forth;Frostfang Blade;Iceguard Bracers;;Cunning as Loki, you deceive foes, leaving them defeated and dismayed.;Despite your skill in combat, the enemy's tactics outmaneuvered you, leading to your defeat.;Fenrir Woods
Njord the Far-Traveled;From the frosty haze appeared;Astrid Shieldmaiden's Glaive;Edda Spellweaver's Enchantress Robes;;Amidst the echoes of battle, you emerge victorious, a lone warrior standing tall.;As the enemy's axes fell, you fought valiantly, but in the end, the tide turned against you.;Loki's Hidden Cave
Canute the Great;As the ancient sagas are sung in the flickering firelight, arrives;Thunderstrike Warhammer;Alrik the Avenger's Avenging Plate;;Like waves against a cliffside, you wear down foes until their defeat is inevitable.;Despite your best efforts, the enemy's relentless advance proved too much, forcing you to concede defeat in battle.;Cliffside Caves
Oski Wishgiver;From the halls of Niflheim's frozen peaks emerged;Harald Skullcrusher's Flail;Fenrir Hide Armor;;Like a wildfire spreading, you engulf them in chaos, their formations collapsing under your relentless assault.;As you clashed swords with the enemy, their relentless assault gradually wore you down, leading to your ultimate defeat.;Abandoned Longhouses
Olmod the Old;From the frozen fields where the crops stubbornly grow, there appeared;Olaf Stormborn's Spear;Folke the Fabled's Thunderbolt Armguards;;Riding the waves of battle like a skilled sailor, you navigate their defenses with ease, your victory assured with each passing moment.;As you charged into battle, the enemy's thunderous roar drowned out your valor, leading to your inevitable defeat.;Shattered Statues lying amidst the debris of a once-great city
Sven Forkbeard;During a feast in your own longhouse, someone arrives, it was;Odin's Glaive;Runebound Hooded Cloak;;The Vikings bow down to our unbeatable force!;Despite your skill in combat, the enemy's overwhelming force eventually proved too much, resulting in your defeat.;Razed Farmlands
Folke the Fabled;With each step leaving frost-cracked earth, there came;Frost Giant's Maul;Ragnarok Chainmail;;With the wisdom of Odin, you foresee their every move, turning their own strategies against them.;Though your heart burned with fury, the enemy's icy resolve quenched your flames, leading to defeat.;Empty Graves
Oddr Dreamseeker;Carried on the chilling winds that sweep across the frozen tundra, appears;Odin's Thunder Sword;Bjarte Strongarm's Stout-hearted Cuirass;;As the dust settles, your enemies lie vanquished, their defeat a testament to your skill.;Despite your courage, the enemy's cunning tactics left you surrounded and overwhelmed, forcing you to concede defeat.;Soot-Stained Streets
Þökk the Thankless;Birthed from the storm's wrath came;Valkyrie's Spear;Mjölnir Wielder's Stormforged Pauldrons;;With Odin's wisdom, you outsmart foes, leaving them bewildered in your wake.;Despite your best efforts, the enemy's strength proved greater, and you were forced to yield the field of battle.;Forgotten Burial Mounds in the Misty Hills
Skoll Wolfbane;As the villagers' songs echo through the frost-kissed air, arrives;Fenrir's Sledge;Valkyrie's Winged Helm;;Like a skilled tactician, you outwit foes, turning their own strategies against them.;As you clashed swords with the enemy, their unwavering resolve slowly wore you down, culminating in your defeat.;Storm-swept Moors
Asmund Frostfang;From the ancient glaciers' depths, there rose;Gudrun Snowbane's War Pick;Berserker's Fangmail;;Amidst the fray, your blade sings a deadly song, foes falling before your relentless assault.;Though your battle cry echoed through the battlefield, the enemy's cold resolve extinguished your flame, leading to defeat.;Ruined Battlements overlooking the desolate battlefield
Narvi Nightshadow;Born beneath the towering pines of their ancestral lands, there strode forth;Frost Giant's Battleaxe;Frostbite Chain Hauberk;;Our warrior spirit has triumphed over the dark menace of the Vikings.;Your dreams of victory vanished before the Viking swarm.;Pillaged Hamlets
Soti the Silencer;From the frost-covered fields where the crops stubbornly cling to life, emerges;Viking Pickaxe;Shieldmaiden's Chain Tunic;;With the grace of a Valkyrie, you dance through the chaos, each movement a step closer to triumph.;Though you fought with the heart of a warrior, the enemy's ferocity proved too much to withstand.;Thor's Castle of Lightning
Valtýr the Vandal;In a coastal village, you stumble upon;Thorkell Ironbeard's War Pickaxe;Jarl's Regalia;;Victory has become our destiny, the Vikings have fallen before our strike.;Despite your fierce strikes, the enemy's resilience prevailed, leaving you vanquished in the fray of battle.;Njord's Port Settlement
Bjørn the Shield;With the crackle of frost in the air, there emerged;Lagertha Stormborn's Spear;Eydis Starblessed's Celestial Vestments;;Our triumph is the seal of our courage and determination against all who oppose us.;Even as you swung your mighty axe, the enemy's swift strikes left you vulnerable, ultimately leading to your defeat.;Cliffside Keep
Var Eclipsedancer;While trading in a bustling market town, you are ambushed by;Freydis Frostblade's Dagger;Thunderstruck War Cloak;;The Vikings now kneel before us as our vanquished foes.;In the heat of battle, your valor faltered against the enemy's cunning tactics, sealing your defeat on the battlefield.;Longhouse
Grimkel Blackheart;As the Norns wove their icy threads, there appeared;Ulfrik Stormrage's Halberd;Shieldmaiden's Froststeel Breastplate;;;The Vikings have shown you their invincible strength and bravery.;Echoing Caverns
Fafnir Dragonspawn;From the swirling snow emerged;Asmund Frostfang's Battle Lance;Brandr Fireheart's Inferno Plate;;;Even as you stood your ground, the enemy's resolve never faltered, and in the end, you were vanquished.;Sacred Grove
Vör the Wise;Emerging from the snow's embrace was;Loki's Hidden Dagger;Geir Stormsword's Tempest Mail;;;As the battle raged on, the enemy's unyielding onslaught pushed you back until you were forced to concede defeat.;Norway's Coastal Settlement
Frostånd;From the frost-shrouded mist came;Fjornir Thunderheart's Thunder Hammer;Shieldmaiden's Frostweave Leggings;;;Despite your ferocity, the enemy's relentless assault chipped away at your resolve, leading to your defeat.;Burnt-out Husks of Viking Ships along the Coastline
Skuggasveinn;From the churning waves of the fjords arose;;Bergdis Icewielder's Frostbound Garb;;;;Battlefield
Skoll the Sunderer;Through the blizzard's howl emerged;;Odin's Forged Armor;;;;Frost-covered Tundra
Eitri Forgecraft;Unveiled by the blizzard's breath strode;;Iceborn Battle Helm;;;;Barren Highlands
Hyrrokkin the Harrower;Journeying through treacherous mountain passes, you come face to face with;;Frey's Forest Cloth;;;;
Járnhauss the Ironhead;Amidst the swirling smoke of the longhouse, strides forth;;Runebound Leather Armor;;;;
Aegir the Abyssal;From the prow of his longship emerged;;Aslaug Shieldmaiden's Shieldmaiden's Battle Harness;;;;
Olaf the Stout;Carried on the whispering winds that sweep through the village streets, appears;;Thunderstorm Battle Kilt;;;;
Kollvarr the Cold;Amidst the ruins of an ancient battlefield, you awaken;;Calder Seastorm's Wavecrasher Armor;;;;
Fjölvarr the Fierce;;;Frostwolf Pelt Cape;;;;
Fimbul the Fearful;;;Drifa Snowdaughter's Blizzardweave Cloak;;;;
Jorunn Shieldmaiden;;;Canute the Great's Stormborn Chainmail;;;;
Ullr Bowhunter;;;Arvid Frostborn's Frostforged Chainmail;;;;
Gullinbursti Goldbristle;;;Gunnlaug Serpent-tongue's Serpentscale Vest;;;;
Rurik the Ruthless;;;Jarl's Froststeel Pauldrons;;;;
Ragnar Longhair;;;Thunderstorm War Paint;;;;
Grimnir Maskwearer;;;Njord's Fisherman's Cloak;;;;
Snjokladd;;;Ragnar's Dragon Armor;;;;
Frøydis Fearbringer;;;Vali the Vengeful's Wrathful Warplate;;;;
Ising;;;;;;;
Isolde Nightshade;;;;;;;
Bergdis Icewielder;;;;;;;
Stigr the Cruel;;;;;;;
Frosthrim;;;;;;;
Pora Thundervein;;;;;;;
Frosti Blizzardborn;;;;;;;
Vidar Silencefoot;;;;;;;
Glaer;;;;;;;
Frostvarg;;;;;;;
Utgard-Loki the Deceiver;;;;;;;
Frigg Hearthkeeper;;;;;;;
Randi Stormfoot;;;;;;;
Greip the Grasper;;;;;;;
Hjalmar Grimshield;;;;;;;
Thialfi Thunderroar;;;;;;;
Thorald Hammerfist;;;;;;;
Helga the Wise;;;;;;;
Osvald Godshield;;;;;;;
Kárr the Cursed;;;;;;;
Torbrand the Schemer;;;;;;;
Sigyn Faithbound;;;;;;;
Njord Seafarer;;;;;;;
Vintermåne;;;;;;;
Brynhildr Battlemaiden;;;;;;;
Hildebrandt Ironflame;;;;;;;
Lyting Stormseeker;;;;;;;
Greipar Stronghold;;;;;;;
Gandalf Wandbearer;;;;;;;
Snjostorm;;;;;;;
Lif Lifegiver;;;;;;;
Hræsvelgr the Corpse-Eater;;;;;;;
Ragnhild Ironhide;;;;;;;
Pryderi Stormbrew;;;;;;;
Helfrost;;;;;;;
Loki Skytrickster;;;;;;;
Jokul Frostgiant;;;;;;;
Trond of the Tremors;;;;;;;
Vindr the Vicious;;;;;;;
Níðhöggr the Nefarious;;;;;;;
Koll the Keen;;;;;;;
Hrungnir Heartstone;;;;;;;
Ulf the Berserker;;;;;;;
Gullveig Goldlove;;;;;;;
Arvid Frostborn;;;;;;;
Frigg Hearthmistress;;;;;;;
Tove Shieldstrong;;;;;;;
Nils the Quiet;;;;;;;
Gunnar Fjordwalker;;;;;;;
Sigurd Wolfsbane;;;;;;;
Rolf Hellhelm;;;;;;;
Geirrod the Stoneheart;;;;;;;
Yngvar the Fearless;;;;;;;
Thora Stormspinner;;;;;;;
Jarnsaxa Ironwitch;;;;;;;
Vestein Darkwhisper;;;;;;;
Hrimthorn;;;;;;;
Olaf Stormborn;;;;;;;
Bifrost Skyarch;;;;;;;
Vidar Foreststrider;;;;;;;
Ulv Fenrisson;;;;;;;
Grimnir the Devourer;;;;;;;
Magnus the Bold;;;;;;;
Zeno Galeblade;;;;;;;
Duneyrr Forestroam;;;;;;;
Varg the Malevolent;;;;;;;
Helskadi;;;;;;;
Wendel the Whistler;;;;;;;
Kragen Wicked-Tongue;;;;;;;
Lodur Flamebearer;;;;;;;
Astridr Bloodthorn;;;;;;;
Skar Bloodaxe;;;;;;;
Ydun Lifegiver;;;;;;;
Agnar Skyweaver;;;;;;;
Gilling Wavecrusher;;;;;;;
Ymir Coldblood;;;;;;;
Morvir Double-Edge;;;;;;;
Randulf Blackbane;;;;;;;
Tyr Onehanded;;;;;;;
Rostar Firestorm;;;;;;;
Snjorinn;;;;;;;
Mord the Betrayer;;;;;;;
Qvist the Quiet;;;;;;;
Thjodolf the Vile;;;;;;;
Asgeir the Keen;;;;;;;
Trym Iceaxe;;;;;;;
Hrym the Ravager;;;;;;;
Kaldrfari;;;;;;;
Gjalp the Groundbreaker;;;;;;;
Ivaldi Forgecrafter;;;;;;;
Bjarke the Brute;;;;;;;
Fjorgyn Thundermother;;;;;;;
Zoran the Zealous;;;;;;;
Brondolf the Harsh;;;;;;;
Thrym the Thunderous;;;;;;;
Pall Stonefist;;;;;;;
Gjalp Riverfoot;;;;;;;
Wulfrun Packleader;;;;;;;
Galar the Deadly;;;;;;;
Hyndla Firehair;;;;;;;
Eyolf the Grim;;;;;;;
Nar the Corpse;;;;;;;
Frostgarm;;;;;;;
Sindri the Sinister;;;;;;;
Zara Goldenfury;;;;;;;
Ravnkel Foul-Feather;;;;;;;
Volund Smithwise;;;;;;;
Greta Axewielder;;;;;;;
Heimdall Bifrostguard;;;;;;;
Eirik the Seer;;;;;;;
Helblindi the Malevolent;;;;;;;
Skoll Sunhunter;;;;;;;
Ragnvald Frostborn;;;;;;;
Volsung the Vicious;;;;;;;
Yngvarr Stormwrath;;;;;;;
Naddod the Nefarious;;;;;;;
Svala;;;;;;;
Alfhild Runekeeper;;;;;;;
Skadi the Betrayer;;;;;;;
Alvaldi the Oppressor;;;;;;;
Angrboda the Herald;;;;;;;
Vili the Vast;;;;;;;
Thrym Frostlord;;;;;;;
Olvaldi Goldgatherer;;;;;;;
Kaldr Vind;;;;;;;
Frostgore the Merciless;;;;;;;
Bragi Poetblood;;;;;;;
Arvid the Far-Travelled;;;;;;;
Frøya the Fierce;;;;;;;
Brúsi the Brutalizer;;;;;;;
Snorri the Sinner;;;;;;;
Njola Nightshade;;;;;;;
Bölþorn the Bitter;;;;;;;
Arnfinn Battleborn;;;;;;;
Jorunn Spearhallow;;;;;;;
Hymir the Horrendous;;;;;;;
Ymir the Corruptor;;;;;;;
Kolfinna Coldpeak;;;;;;;
Kveldulf Moonmad;;;;;;;
Grima the Sorrowmaker;;;;;;;
Koldbrann;;;;;;;
Rimkulde;;;;;;;
Thjazi Giantspawn;;;;;;;
Hyrrokkin the Mighty;;;;;;;
Isbryter;;;;;;;
Skogrinn;;;;;;;
Ingunn Iceveins;;;;;;;
Harbard the Grey;;;;;;;
Knut Whitehair;;;;;;;
Sif Silverhair;;;;;;;
