Questing Quinlan;;Vesmírny Kyj;Krvavý Štít;;;;
Gamepad Gavin;;Dračie Kladivo;Pixelovú Tuniku;;;;
Gamepad Gina;;Nočný Bič;;;;;
Controller Corey;;Energetickú Päsť;;;;;
Console Carl;;Žiarivý Kord;;;;;
Gamepad Gabriela;;Plameňovú Päsť;;;;;
Virtual Viky;;Temnú Ružu;;;;;
Retro Ronnie;;Chaotický Kord;;;;;
Button Bob;;Démonov Šíp;;;;;
Console Konrad;;Chaotickú Katanu;;;;;
Joystick Jasmine;;Dažďovú Dýku;;;;;
Virtual Vanessa;;Démonov Krúžok;;;;;
Quest Master Max;;Pekelnú Katana;;;;;
Retro Ruby;;Ohnivú Dýku;;;;;
Pixelina;;Svetelnú Katana;;;;;
Digital Dora;;;;;;;
Pixel Penelopa;;;;;;;
Digital Diva;;;;;;;
Console Cassie;;;;;;;
Virtual Victor;;;;;;;
Virtual Violet;;;;;;;
Console Cody;;;;;;;
Gamepad George;;;;;;;
Arcade Annie;;;;;;;
Joystick Jessie;;;;;;;
Game Guru Gideon;;;;;;;
Game Guru Greg;;;;;;;
Arcade Amelia;;;;;;;
Joystick Jane;;;;;;;
Arcade Adam;;;;;;;
Pixel Pixie;;;;;;;
Console Clara;;;;;;;
Controller Carly;;;;;;;
Arcade Ava;;;;;;;
Button Bianca;;;;;;;
Pixel Pablo;;;;;;;
Virtual Valerie;;;;;;;
Arcade Aaron;;;;;;;
Game Guru Gwen;;;;;;;
Controller Chloe;;;;;;;
Console Cindy;;;;;;;
Game Over Gary;;;;;;;
Retro Robbie;;;;;;;
Button Bonnie;;;;;;;
Virtual Vera;;;;;;;
;;;;;;;
