Drsný Dávid;Pod temnými vlnami sa skrýval;Kostený kord;Kožené rukavice s kovovými klinčekmi;Medailón temnosti;Tvoje pirátske víťazstvo zostane zaznamenané v moriach ako legenda.;Tvoje pirátske útoky neboli účinné proti nepriateľskej obrane.;Trosky zničených pirátskych lodí na pláži
Šialený pirát Donovan;Z prašných oblakov sa vynoril pirát;Žraločí bodák;Kabát tyranov;Zázračný amulet temných vôd;Tvoja pirátska flotila sa stala nedobytným strašidlom pre nepriateľa.;Nepriatelia ti vzali tvoju korisť a vypudili ťa z prístavu.;Opustené loďné denníky, plné zápisov a záznamov o dobrodružstvách
Šialený Štefan;Zaútočila na teba obrovská chobotnica a na nej sedí;Temnú brokovnicu;Zlatý chránič hrudníka;Perlu morských hlbín;Tvoja pirátska vlajka sa vlnila nad zlomenými vrakmi nepriateľských lodí.;Nepriatelia ťa donútili k ústupu a zmocnili sa tvojich pokladov.;Osamelý pirátsky bunker v hlbokom lese
Hrobový strážník Daniel;Z tichých zálivov ostrova sa ozývajú zvuky boja a zaútočil na teba;Kostený trojzubec;Roztrhaný pirátsky odev;Prsteň z ostrova lebiek;Tvoj pirátsky príbeh je zaznamenaný víťazstvom nad nepriateľom.;Nepriatelia prevzali kontrolu nad tvojimi územiami a vyhnali ťa z nich.;Opustené pirátske chyže s poškodeným nábytkom
Kapitán Černofúz;Z rozpálených pobreží zaútočil na teba;Morský tesák;Opasok Kapitána Bielofúza;Zlatý prsteň morských netvorov;Nepriateľské lodné útoky boli obrátené tvojou pirátskou obratnosťou.;Tvoje pirátske bojové pokriky utíchli v temnote morských hĺbok.;Zlomené lode uviaznuté v zátokách, opustené svojimi posádkami
Desivý náčelník Tomáš;Na morských vlnách sa zjavil;Flintu;Topánky so zlatými náramkami;Perlu vôd života;Tvoji piráti vládnu moriam po triumfe nad nepriateľom.;Tvoje pirátske poklady boli stratené v hlbokom mori.;Vyprahnuté pramene vody v opustených pirátskych táboroch
Kapitán Mary;Popri ceste ku pokladu ťa zastavil;Zlatú šabľu;Námornícke vesty;Medailón morských víl;Tvoj pirátsky útok bol vystavený nepriateľskej bezbrannosti.;Tvoje pirátske víťazstvo sa zmenilo na prehru, keď sa nepriatelia spojili proti tebe.;Opustená pirátska jaskyňa plná opustených koristí
Zlý vládca strachu Peter;Z vysokej skaly ťa napadli;Pirátsku sekerku;Zlaté rukavice Kapitána Krakena;Paličku morského osvietenia;Nepriateľ bol ohromený pirátskou odhodlanosťou a nezastaviteľnosťou.;Tvoje pokusy o únik boli zablokované nepriateľskou blokádou.;Roztrhané pirátske vlajky, ktoré viali vo vetre pred útekom pirátov
Prízrak morí Pišta;Tvoju loď napadol;Špinavú púšku;Kostnaté topánky;Prsteň korálov;Nepriateľská flotila sa ocitla v pasci a nemohla uniknúť.;Tvoje pirátske kráľovstvo padlo do hĺbky morských tajomstiev.;Opustené vyhne a zbrojnice s odhodenými nástrojmi a roztopeným kovom
Mrazivý tyran Tadeáš;V bludisku korálov sa skrýval pirát;Divokú sekeru;Kované pirátske štíty;Truhlu Stratených Duší;Nepriateľská flotila bola v rozklade po tvojom útoku.;Nepriatelia zvrhli tvoje plány do temnoty a ponechali ťa bezmocného.;Pirátsky poklad ukrytý na opustenom ostrove
Mrazivý Andrej;Tvoju loď zasiahla masívna kotva a zaútočil na teba;Drevený nôž;Topánky zlodejov;Drahokam pokladov;Nepriateľské koráby sa rozutekali pred tvojím ohromujúcim útokom.;Nepriatelia ťa vyhnali ako vlny odtrhnuté od brehu.;Zlomené delá na pobreží, opustené po bojoch o ovládnutie morskej cesty
Krvavý šermiar Miroslav;V diaľke si počul smiech a pred tebou sa objavil;Štíhly šíp;Špinavý pirátsky klobúk;Perlu vodných víl;Tvoje pirátske zbrane zahalili nepriateľa do oblakov dymu.;Nepriatelia vyhrali a zotročili pirátske územie.;Zdevastovaná pirátska osada na ostrove
Nočný vlk Nathan;Z popraskaných skál sa vynoril;Kostený nôž;Čierne rukavice zlodejov;Koráb živých vĺn;Nepriateľ bol zahanbený, keď tvoji piráti zvíťazili v bitke.;Tvoje pirátske lode sa stali tichými svedkami večného pokánia.;Opustené pobrežné pevnosti s rozborenými opevneniami a zdemolovanými vežami
Temný zbojník Arnold;Na stratenom ostrove bombami na teba zaútočil;Škaredý bodák;Kožené pirátske rukavice;Drahokam nekonečnej sily;Nepriateľské lode boli zasiahnuté pirátskymi delami a zaplavené morom.;Nepriatelia na teba pozreli s pohŕdaním, keď sa tvoje plány rozplynuli v morskej hmle.;Zničené pirátske plavidlá zahalené do zrážajúceho sa plynu po bitke
Námorník Nelson;Tvoju loď zasiahla delová guľa a napadol ťa;Špinavú sekeru;Pirátsky odev;Amulet morského oka;Nepriateľská flotila sa rozpadla pred tvojím pirátskym útokom.;Tvoji piráti sa stali duchmi mora, pretože sa utopili v morskej búrke prehry.;Porazené pirátske lode ležiace na morskom dne s ich nepoužitými pokladmi
Fantómový šermiar Šándor;Z mrazivých horúčav ostrova sa zdvíhala hrozivá atmosféra a zaútočil na teba;Zlomenú palicu;Kapitánsky opasok;Fľašu Nekonečného Rumu;Nepriateľ bol prekonaný a tvoji piráti sa stali kráľmi mora.;Tvoje pirátske dobrodružstvá skončili v ústupu pred nepriateľom.;Vydrancované pirátske zbrojnice s prázdnymi regálmi a vylúčenými políciami
Duchovný lupič Ismael;V daždivom počasí ťa napadol;Špinavú palicu;Šatku námornikov;Truhlu stratených duchov;Nepriateľská posádka bola nútená zotročiť sa pod tvojím pirátskym režimom.;Tvoje pirátske zoskupenie bolo porazené nepriateľmi, ktorí zvíťazili nad tvojou silou.;Opustené mólo s rozborenými stĺpmi a roztrhnutými lankami
Tyrán Theodor;Počas daždivého večera si videl loď;Morský oštep;Kostený klobúk;Truhlicu nekonečného zlata;Pirátske lode sa zjednotili a zvíťazili nad rozdeleným nepriateľom.;Tvoje plány boli zničené nepriateľmi, ktorí ťa porazili.;Potopené pirátske lode na morskom dne
Krutý lupič Ladislav;S hrôzou sa objavil;Hrdzavý bodák;Topánky Kapitána Krvopijcu;Drahokam strateného ostrova;Nepriateľské loďstvo sa zrútilo do bezmocnosti pod tvojim pirátskym útokom.;Nepriatelia ti vzali tvoje územie a zahnali ťa z tvojich prístavov.;Stratený plán pirátov nájdený v zahnitej truhle
Démonický pirát Michal;Pred tebou sa zrazu objavil;Tupý nôž;Kabát Kapitána Arnolda;Truhlicu Nekonečného Bojového Vybavenia;Nepriateľský útok bol odrazený tvojimi neúprosnými pirátmi.;Tvoje pirátske srdce bolo roztrhnuté búrkou neporaziteľných vĺn.;Zlomené rebrá pirátskych kapitánov, položené na plytkom pobreží
Hrobný strážca Patrik;Z vody vyskočil;Lodný bodák;Klobúk Kapitána Černofúza;Perlu temných vôd;Nepriatelia boli nútení zmierniť svoj útok po presviedčaní pirátov.;Nepriatelia ti vzali tvojich verných spoločníkov a zanechali ťa s osamelým srdcom.;Vydrancované pivnice s prázdnymi sudmi rumu a rozbitými fľašami
Desivý vládca Vladislav;Z hlbokých vĺn sa zdvihla loď a na jej palube stál;Starú pirátsku šabľu;Kovový kabát;Prsteň nekonečnej hmly;Tvoje pirátske velenie zabezpečilo nepriateľovi posledný úder.;Nepriatelia ti vzali tvoju slávu a nárokovali si tvoje územie.;Pozostatky pirátskych bitiek na skalnatých útesoch
Zrádca Zoltán;Z hlbokej tmy ti prišlo varovanie a objavil sa;Kapitánovu šabľu;Zlatý náramok;Perlu morského zvuku;Po vytrvalom boji boli nepriatelia definitívne porazení pirátmi.;Tvoje pirátske loďstvo podľahlo nepriateľskej sile.;Opustené pirátske zbrojnice s vyprázdnenými skladmi
Kapitán Arnold;Z prázdneho pokladu na ostrove vyliezol;Tupý oštep;Klobúk námorníkov;Koráb morskej melódie;Tvoja pirátska vlajka sa vzniesla nad zlomeným nepriateľom.;Nepriatelia zvíťazili nad tvojou odvahou a zlomili tvoju vôľu.;Zahnité pirátske mapy a navigačné nástroje zostávajúce v zabudnutých úkrytoch
Tyran Vincent;Na súboj ťa vyzýva;Pokazenú púšku;Pirátsky odev plachetníkov;;Po pirátskom víťazstve boli nepriatelia zahanbení a ponižení.;Nepriatelia zvíťazili nad tvojimi pirátmi a prevzali kontrolu.;Zlomené sudy s rumom a pokazenou korisťou na brehu
Búrlivý Boris;Na ostrove lebiek si našiel poklad;Loďnú pušku, Kapitánovu pušku;Veľký korálový klobúk;;Piráti dobyli nepriateľský prístav a zaviedli tam svoju vládu.;Tvoje pokusy o opätovné získanie moci boli neúspešné.;Opustené pirátske kováčstva s nedokončenými zbraňami a nástrojmi
Smrťožrút Martin;Z temných skál sa zjavil;Sivú dýku;Šatku zradcov;;Nepriateľská loď bola zasiahnutá a zosunula sa na dno mora.;Tvoji piráti utrpeli porážku a museli sa stiahnuť.;Zabudnuté zátoky plné opustených člnov a poškodených vesiel
Krutý náčelník Nathaniel; Obkľúčila ťa desivá hmla a z vôd na teba vybehol;Hrdzavú sekeru;Škaredé pirátske rukavice;;Tvoja pirátska výprava uvrhla nepriateľa do temnoty porážky.;Tvoje pirátske lode boli zničené pod náporom nepriateľskej kanonády.;Zlomené oštepy a vyčerpané strely ležiace na zemi po boji
Drsný Diego;Z diaľky si počul vrzgot dreva a zaútočil na teba;Morský bič;Vestu Tyrana Tadeáša;;Nepriateľ bol premožený a tvoji piráti slávili svoje víťazstvo.;Nepriatelia obkľúčili tvoje plavidlá a zlomili tvoju vôľu.;Vyprahnuté fľaše s poslednými zvyškami rumu, ktoré sa pohybujú po hladine mora
Strašidelný záporák Branislav;Na opustenom ostrove zaútočil na teba;Kapitánov trojzubec;Špinavý pirátsky pás;;Nepriateľská posádka bola porazená a uväznená pod tvojou nadvládou.;Nepriatelia prekonali tvoju posádku a zmocnili sa tvojich zásob.;Zbúrané pirátske osady so zrúcaninami domov a trhov
Strašiak Samuel;Z tichých jazier ostrova si počul výkrik a zaútočil na teba;Pirátsky trojzubec;Klobúk náčelníkov;;Nepriateľ bol zahanbený po svojej porážke s pirátmi.;Tvoji piráti utrpeli porážku v bitke a museli sa stiahnuť.;Vydrancované mesto so zásobami pirátskych koristí
Krutý veliteľ Viktor;Počas tvojho spánku ťa napadol;Zlatý trojzubec;Pirátsku šatku;;Tvoja pirátska vlajka sa vyniesla nad zdevastovanými vrakmi nepriateľských lodí.;Tvoji piráti boli nútení kapitulovať pred prevažujúcou silou nepriateľa.;Opustené pirátske kasárne s poškodenými zbraňami a nástrojmi
Nezlomný pán zločinu Ján;Zo zničenej lode na teba s nožom vybehol;Trojzubec Mohutného Krakena;Kostenú vestu;;Tvoja pirátska legendárna odvaha porazila nepriateľa.;Tvoja pirátska flotila utrpela porážku od nepriateľskej sily.;Opustené skrýše s pokladmi, ktoré sú už dlho zabudnuté a zriedkavo objavované
Šialený Šándor;Z hlbín sa zodvihol;Pokazenú mušketu;Kožené pirátske topánky;;Po dlhom boji boli nepriatelia bezmocní a podriadení pirátskej nadvláde.;Tvoje pirátske lode boli potopené nepriateľskými kanónmi.;Vydrancované truhlice s opustenými pokladmi, roztrúsené po ostrovnej pláži
Temný Tomáš;Z diaľky sa hrôzostrašným kríkom ozval;Morský Kord;Malý pirátsky klobúk;;Nepriateľská flotila bola zahalená do temných oblakov pirátskych výstrelov.;Tvoji piráti boli porazení a ponechaní na milosť a nemilosť nepriateľa.;Vyprahnuté sklady s opustenými zásobami potravín a pokazenými konzervami
Námorník Nathan;Pri stranenom poklade sedel;Žraločí tesák;Zlatý opasok;;Tvoj pirátsky útok zostal nepriateľovi v pamäti ako varovanie.;Tvoje pirátske sny sa stratili v nekonečných vlnách porážky.;Zlomené srdcia pirátskych dám v opustených pirátskych osadách
Krutý Krištof;V hustom lese ťa napadol;Trojzubec Slaného Zuba;Poškodený pirátsky klobúk;;Tvoje pirátske úspechy sa šírili ako požiar po celom pobreží.;Nepriatelia prevzali kontrolu nad moriami a zlomili tvoje pirátske nároky.;Zlomené kompasy a navigačné prístroje rozptýlené na plytkom dne mora
Desivý vládca Viktor;Na tmavom obzore sa objavuje pirátska flotila s veliteľom menom;Ostrú dýku;Kovový chránič hrudníka;;Po odrazení nepriateľského útoku sa piráti vydali na plavbu ďalej.;Tvoje pirátske loďstvo sa potopilo pod náporom neprekonateľnej sily.;Zlomené reťaze a okovy, ktoré ešte stále zahaľujú opustené pirátske klietky
Mrazivý náčelník Marek;ktorú strážil;Zlatý bodák;Kapitánsky plášť;;Piráti pustošili nepriateľské plavidlá a získavali korisť.;Nepriatelia ťa obkľúčili ako hlasy morských prúdov a vtiahli do temných hlbín.;Zdevastované pirátske obchodné stanice, zanechané v ruinách
Mrazivý tyran Matúš;Na tvojej lodi sa ukrýval a napadol ťa;Morskú sekeru;Sivú pásku cez oko;;Pirátske plavidlá zničili nepriateľa, zanechávajúc ich v troskách.;Tvoje pirátske lode boli zneškodnené nepriateľskou kanonádou.;Opustené pirátske zápisnice, plné znehodnotených údajov a nedokončených plánov
Kapitán Kraken;Na pobreží ostrova Lebky sa medzi kostrami na zemi zdvihol;Obrovskú kotvu;Nohavice s opaskom a lebkou;;Po úspešnom pirátskom útoku bol nepriateľ zanechaný na pokraji zničenia.;Nepriatelia ti zobrali tvoju slávu a zanechali ťa v tichom útlaku.;Opustené pirátske pevnosti s povyhadzovanými zbraňami
Nočný vlk Ondrej;Z tmy prístavu zaútočil na teba;Hrdzavú mušketu;Náprstník s kovovou lebkou;;Nepriateľské plavidlá boli pohltené vlnami tvojho víťazstva.;Tvoje pirátske loďstvo utrpelo porážku a bolo rozptýlené.;Zanechané pirátske mapy a poklady v opustenom pirátskom prístave
Nočný plachetník Peter;Medzi mŕtvymi sa zdvihol a zaútočil na teba;Delovú guľu;Kovové rukavice;;Nepriateľ bol prekonaný a tvoji piráti sa tešili z bohatstva a slávy.;Nepriatelia ti vzali tvoje koristi a odvrátili ťa od pobrežia.;Zdevastovaná pirátska opustená základňa
Krvavý náčelník Teodor;Z tvojich zásob jedla vyliezol;Starý nôž;Štrašidelný kapitánsky kabát;;Nepriateľ bol porazený, keď sa piráti zmocnili ich pokladov.;Nepriatelia ti odobrali tvoju moc a prevzali kontrolu nad tvojím územím.;Zanechané kovové korály a šperky na dne oceánu, opustené po záchrane pokladov
Nezlomný lupič Eliáš;Z chladných prílivov na teba vystúpil;Striebornú palicu;Čiernu šatku zradcov;;Piráti triumfovali nad nepriateľom, získavajúc kontrolu nad morom.;Tvoje plány na expanziu boli zamaľované porážkou a znechutením.;Osamelý pirátsky výkrik vysoko na osamelom majáku
Námorník Nero;Z tajného úkrytu na ostrove ťa napadol;Drevenú sekeru;Pirátsky kožený plášť;;Tvoje pirátske plánovanie prevýšilo všetky pokusy nepriateľa o útok.;Tvoje plány boli zamaľované porážkou, keď nepriatelia prekonali tvoje sily.;Rozptýlené loďské vraky pirátov
Mŕtvy Matt;Našiel si krvavú cestu a na jej konci stál;Špinavý bodák;Široký pirátsky klobúk;;S tvojou stratégiou boli nepriateľské úmysly rýchlo zastavené.;Tvoje pirátske plány boli narušené nepriateľskou intrigou.;Zdevastované pirátske trhoviská s rozborenými stánkami
Temný vodca Denis;V prudkej búrke sa objavila loď a na jej palube stál;Korálový bodák;Topánky s oceľovými náramkami;;Nepriateľ bol porazený a tvoje pirátske plavidlá sa stali neporaziteľnými.;Nepriatelia zvrhli tvoje plány do temnoty a odsúdili ťa do vyhnanstva.;Zlomený pirátsky meč zabodnutý v piesku na pobreží
Strašidelný Marián;V rušnom prístave na teba s nožom vybehol;Hrdzavú dýku;Zlatú pirátsku vestu;;V tvojich rukách skončil osud nepriateľa, keď si sa zmocnil ich pokladov.;Nepriatelia ti vzali tvoje bohatstvo a ponechali ťa bez prostriedkov.;Trosky pirátskeho útočiska na skalnatom pobreží
Temný Tadeáš;Na tvoju loď vyskočil z vody;Korálový bodec;Špinavé pirátske topánky;;Tvoje pirátske schopnosti zlomili hradby nepriateľskej obrany.;Nepriatelia ťa zahnali do úzadia a prevzali kontrolu nad morami.;Opustené pirátske veže s rozbitými opevneniami a vyhasnutými signálnymi ohňami
Čiernovlasý Columbus;Puškou na teba vystrelil;Krátka dýka;Roztrhané kožené rukavice;;Piráti zvíťazili a ich pirátska zástava sa zaznela nad vodami.;Nepriatelia sa spojili proti tebe a prekonali tvoju jednotku.;Opustené zátoky a prístavy, kde už dlho nekotvia žiadne pirátske lode
Mŕtvy Miroslav;Z tajomných hrobiek ostrova sa vynoril;Hrdzavý trojzubec;Koženú šatku;;Nepriateľ bol pokorený, keď tvoji piráti viedli nájazd.;Tvoje pirátske lode boli zničené pod tlakom nepriateľských guľ.;Vyprahnuté mapy a pokrčené kópie starých plánov skrytých pokladov
Nezlomný Námorník;V rušnom prístavnom meste ťa napadol;Hákové mačety;Šatku s pirátskymi vzormi;;Pirátska moc prevzala kontrolu nad pobrežím po porážke nepriateľa.;Tvoje pirátske útoky skončili neúspechom pred nepriateľskou silou.;Zanechané koľaje po boji, posiate náhrobnými kameňmi
Námornik Nikolas;Výstrelom vyhlásil s tebou bitku;Zlatú púšku;Opasok s kovovou sponou;;Piráti slávili svoje víťazstvo nad porazenými nepriateľmi.;Nepriateľská taktika zničila tvoje plány a oslabila tvoju obranu.;Vydrancované truhlice s opustenými klenotmi a zlomenými šperkami
Fantómový šermiar Johan;Z vlniacej sa hladiny sa zdvihol;Pirátsky kord;Pirátsky pás;;Nepriateľská posádka bola zaskočená tvojou náhlou a nečakanou silou.;Nepriatelia ťa oklamali svojou ľstivosťou a vyvrátili tvoje sny o vláde.;Rozbité krabice s pokladmi schovanými v zosadnutých jaskyniach
Hrozivý vládca strachu Kraken;V pirátskej krčme s rozbitou fľaškou na teba zaútočí;Hrdzavý nôž;Korálové nohavice;;Tvoje pirátske plavidlá pohltili nepriateľské lode do plameňov.;Nepriatelia zlomili tvoju obranu a prekonali tvoje sily.;Vydrancovaný pirátsky prístav
Šialený Stan;;Škaredú palicu;Šatku s lebkami;;Nepriateľské zbrane boli znefunkčnené pirátskym útokom.;Tvoje pirátske impérium bolo zrútené nepriateľským nájazdom.;Zdevastované kostolíky pirátov, zasiahnuté paľbou nepriateľských loďstiev
Temný zlodej Theodor;;Žraločí bodec;Hrdzavý náramok;;Nepriateľské plachty sa zatriasli v tvojej prítomnosti, vediac, že sa stali obeťou tvojho víťazstva.;Tvoje pirátske impérium sa rozpadlo pod ťarchou nezastaviteľného úpadku.;Vylúpený pirátsky sklad na skalnatom útese
Hrobný strážca Ondrej;;Ostrý nôž;Čiernu pásku cez oko;;Tvoj pirátsky útok zanechal nepriateľa bezbranného.;Tvoje plány na útok boli zmarené nepriateľskou prevahou.;Vyhorené pirátske sklady s popálenými pozostatkami koristi a zásob
Kapitán Nelson;;Lodný meč;Červenú pásku cez oko;;Ukázal si svoju silu a zdolal si nepriateľskú hrozbu.;Tvoji piráti boli porazení a ich lode sa stali vrakmi.;Vyplienené pirátske útočisko v podzemných jaskyniach
Zrádzajúci Zoran;;Divnú Flintu;Pirátsku vestu;;Tvoji piráti triumfovali nad nepriateľskými veternými plachtami.;Tvoje pirátske impérium sa zrútilo pod tlakom nepriateľskej ofenzívy.;Zanechané pirátske chodby a úkryty, kde už dávno neznie smiech
Hrozivý náčelník Andrej;;;Veľký pirátsky klobúk;;Tvoja pirátska flotila triumfovala nad nepriateľom v ohnivej bitke.;Tvoje pokusy o ústup boli zablokované nepriateľskými loďami.;Opustené štátne izby s roztrhanými mapami a spálenými dokumentmi
Kapitán Červenofúz;;;;;Nepriateľský útok bol odrazený tvojou nezastaviteľnou pirátskou silou.;Tvoje pirátske srdce bolo zlomené, keď sa nepriatelia zmocnili tvojho pokladu.;Zdevastované pirátske tábory s popálenými stanmi a vydrancovanými zásobami
Duch lupič Diego;;;;;Nepriateľská loď bola zachytená v sieti pirátskych plavidiel.;Tvoje pirátske dobrodružstvá sa skončili v osamotenom tieni porážky.;Pirátsky náhrdelník ponechaný v zaschnutom potoku
Krutý náčelník Filip;;;;;Rozrušená nepriateľská flotila unikala pred pirátmi, ale neúspešne.;Nepriatelia prekazili tvoje stratégie a prevzali kontrolu nad morami.;Stroskotaná pirátska loď
Námorník Norbert;;;;;Piráti sa stali strachom nepriateľa po ich zdrvujúcom útoku.;Nepriateľská flotila zvrhla tvoje pirátske nadvlády na mori.;Opustené tábory pirátov s polorozpadnutými stanmi a znehodnotenými ohniskami
Námorník Nemo;;;;;Nepriateľ bol odstránený a piráti sa stali neporaziteľnými pánmi morí.;Nepriatelia ťa odkľúčili zo všetkých strán, čím ťa zbavili možnosti úniku.;Zlomené paluby pirátskych lodí zahrabané v piesku pobrežia
Diablik Dláždič;;;;;Tvoje pirátske víťazstvo zaviedlo strach do nepriateľských sŕdc.;;Stratený pirátsky poklad na opustenom ostrove
Duch lupič Matúš;;;;;;;Roztrhnuté mapy a zničené navigačné prístroje ležiace na rozbitom palube potopených lodí
Zradca Titus;;;;;;;Zlomené lode zrážajúce sa s brehom, opustené a porazené
Krvavý náčelník Eliáš;;;;;;;Vypálené a opustené pirátske kuchyne s vyčerpanými zásobami potravín
Šialený pirát Adam;;;;;;;
Kapitán Bielofúz;;;;;;;
Démonický lupič Róbert;;;;;;;
Drvič kostí Tadeáš;;;;;;;
Búrlivý Eliáš;;;;;;;
Mŕtvy Matej;;;;;;;
Hnusný netvor Hektor;;;;;;;
Nezlomný lupič Dominik;;;;;;;
Námorník Ned;;;;;;;
Lupič Ľubomír;;;;;;;
Neohrozený vrah Michal;;;;;;;
Nočný plachetník Pavol;;;;;;;
Desivý náčelník Róbert;;;;;;;
Drvič kostí Černofúz;;;;;;;
Temný náčelník Demeter;;;;;;;
Tajomný Tadeáš;;;;;;;
Fantómový šermiar Eliáš;;;;;;;
Kapitán Krvopijec;;;;;;;
Temný zbojník Norbert;;;;;;;
Hrozivý Henry;;;;;;;
Hrobný strážca Nicolas;;;;;;;
Hrôzostrašný Demeter;;;;;;;
Drvič kostí Kristián;;;;;;;
Hrozivý vládca strachu Scarface;;;;;;;
Drvič kostí Krištof;;;;;;;
Zradca Zlatan;;;;;;;
Nezlomný pán zločinu Erik;;;;;;;
Temný zlodej Tomáš;;;;;;;
Kráľ temných vôd Peter;;;;;;;
Temný zbojník Donovan;;;;;;;
Krvavý Kápo;;;;;;;
Mocný vrah Viktor;;;;;;;
Krvavý Morgan;;;;;;;
Tajomný Tomáš;;;;;;;
Kapitán Ismael;;;;;;;
Šialený pirát Radovan;;;;;;;
Prízrak morí Peter;;;;;;;
Hrobový pirát Peter;;;;;;;
Krvavý plienič Adam;;;;;;;
Zrádzajúci Zoltán;;;;;;;
Mračný Marek;;;;;;;
Krutý náčelník Daniel;;;;;;;
Mrazivý Martin;;;;;;;
Šialený Silvan;;;;;;;
Hrozivý vládca strachu Columbus;;;;;;;
Nesmrteľný Nelson;;;;;;;
Zrádzajúci Zack;;;;;;;
Kráľ temných vôd Nelson;;;;;;;
Hrobný strážca Norbert;;;;;;;
Strachomor Ján;;;;;;;
Krutý Konrád;;;;;;;
Pekelný Eliáš;;;;;;;
Krvavý Andrej;;;;;;;
Kráľ temných vôd Nero;;;;;;;
Mrazivý tyran Tomáš;;;;;;;
Salty Jack;;;;;;;
Vražedný Vincent;;;;;;;
Krutý Jack;;;;;;;
Hrobový psík Viktor;;;;;;;
Nočný plachetník Erik;;;;;;;
Šialený Šandor;;;;;;;
Vražedný Viktor;;;;;;;
Desivý kapitán Karol;;;;;;;
Krutý lupič Martin;;;;;;;
Trúchlivý Tomáš;;;;;;;
;;;;;;;
